,text,label
1749,i have noticed my fingers and toes get very cold and almost feel numb,sadness
1750,i always buy a couple of pork loins when they go on sale and when i m feeling clever i cut them in half and tuck them into gallon size ziplocks with a marinade and stuff them in the freezer,joy
1751,i feel so extremely disappointed by you you took me for granted,sadness
1752,i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,sadness
1753,i dont know but i feel virtuous so i accept the reward,joy
1754,i feel like i can t truly get excited for this race because i have no idea whether or not i ll even be able to run it,joy
1755,i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,sadness
1756,i feel like a mom of a compassionate smart stable human being,love
1757,i feel elegant in a dress,joy
1758,i still feel like there is a lot left to keep me entertained,joy
1759,i werent feeling crappy enough aunt flo decided to show up and im bloated like a balloon,sadness
1760,i was feeling overwhelmingly anxious so i went into my room to read my bible and pray,fear
1761,i write this i giggle and shake my head in humbling shame but in a way i feel somewhat triumphant,joy
1762,i said something familiar such as i would love to be present with you now and i feel too anxious about time,fear
1763,i write this th post i feel extremely delighted to buy myself a little corner in this blogger world,joy
1764,i don t know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,joy
1765,i have been learning and re learning the lesson that no matter how i feel about myself or even how others may feel about me i am treasured by god,love
1766,i know the feel of her losing control against me and trusting me to catch her when she comes apart,joy
1767,i said before do feel free to contact me this is something i am interested in finding out more about,joy
1768,i lie in bed knowing that the holy spirit has got to do the work but i feel burdened that i m not working hard enough,sadness
1769,i feel myself about how successful my attempts are im starting to connect with the fact that people want to hear music not perfection whatever that is,joy
1770,i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,joy
1771,i cant feel anything like they said why does everything always hurt so bad,sadness
1772,i have this grave feeling it will not be back until tomorrow and strangely enough i have accepted it,joy
1773,i had been blessed to be running it for the th time how could i not be feeling anything but thankful at the many gifts this race had given me,joy
1774,i suggest you take a look at them when you feel curious enough to know more things about specific english words related to familiar diseases,surprise
1775,i type these words i feel like i shouldn t be surprised,surprise
1776,i know it that sucker is overhead and i feel triumphant,joy
1777,i plan to do so by obtaining an mba and from that mba program i feel that the most valuable outcomes i would like,joy
1778,i feel a bit lonely just writing this because its not face to face with someone and i cant get feedback,sadness
1779,i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,sadness
1780,when i learnt that my best friend had failed the exams,anger
1781,i had told gerry yesterday that if i feel isolated it is my own fault,sadness
1782,i feel these days living in fears just another way of dying before your time so today i am declaring myself fearless,joy
1783,i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,anger
1784,i basically spent a miserable night crying and feeling terrified and sick to my stomach,fear
1785,i am feeling the past few days a little distressed about not writing here as much,fear
1786,im feeling all jolly and warm inside but i just feel empty,joy
1787,i just wanted to read books watch tv and feel miserable,sadness
1788,i was feeling a little fearful of trying to eat this damn thing,fear
1789,i to feel unwelcome at her apartment certainly not,sadness
1790,i took care of myself by avoiding family events that make me feel shitty,sadness
1791,i did a body scan and realized that everything was feeling amazing,surprise
1792,i feel much more energized than on a gloomy rainy autumn day,sadness
1793,im sure i will feel fine in the morning,joy
1794,i look at others and feel jealous,anger
1795,i feel like a moronic bastard,sadness
1796,i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated,sadness
1797,i feel the pressure to be funny all the time,surprise
1798,im okay with her getting married whirlwind style at the courthouse and going off to kentucky to live with him but im still feeling hurt by the betrayal and secretive style she had adopted,sadness
1799,i feel is the most important question how would we handle this,joy
1800,i feel so pretty in them it doesnt matter how un glamorous the task is,joy
1801,i could feel the sincere enthusiasm of all the people who got involved in this project,joy
1802,i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,sadness
1803,i can t quite figure out how i feel i m not devastated like i was with lucy and i m not sure if that s because it s easier to do after the first time or what,sadness
1804,i am feeling depressed cursing my luck,sadness
1805,i feel truly heartbroken that hyun joongs fans can be so hateful,sadness
1806,i feel guilty i wont be able to give this little one the same amount of time with just me,sadness
1807,i know for a fact that he treated everyone this way his love seemed boundless but he also made me feel important,joy
1808,im feeling a little anxious about the whole thing,fear
1809,i am sure its meant as a celebration of the various shades of red out there i feel insulted,anger
1810,i was however totally petrified of feeling it scared to death of giving in and releasing it and afraid i wouldnt be able to cap it again,fear
1811,i know i feel vulnerable,fear
1812,i have been feeling so melancholy and alone,sadness
1813,im feeling exponentially more useless on the farm as each day passes,sadness
1814,i would point out that it really could have used a bit more attention on the writing aspect as it feels a bit dull in few places,sadness
1815,i love a hearty chat where i mean everything that i say and laugh from the heart gut w e not because i wanna let the person feel im entertained,joy
1816,i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,sadness
1817,i have that feeling that spark and i am not sure where it is going or if it will ever turn into that flame,joy
1818,i roll my tongue over your labia sucking and nibbling drawing your flesh into my mouth and letting you feel the delicate pinch of my teeth,love
1819,i feel so frustrated because i had a long weekday and i dont really have plenty of rest and right now he keeps on coming in the room,anger
1820,i feel like ive been neglectful,sadness
1821,i feel like a boring blogger lately,sadness
1822,i soon realized that an initial attraction to an activity that feels playful is often followed by a desire to practice to perfect the talent that led to the original enjoyment,joy
1823,i always feel a little jealous of my son because when i joined the church i went almost directly into young women so i didnt learn the primary songs,anger
1824,i feel as though it is worthwhile and career wise,joy
1825,i still feel like there are more than enough to keep me entertained while still being just a few to keep dusted,joy
1826,i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup,joy
1827,i feel numb i dont experience anything because of the numbness and of me just always feels something is going to go wrong,sadness
1828,im feeling weepy already,sadness
1829,i look over and to my utter horror i see a man holding the elevator door open instead of feeling terrified or even telling the guy to get off the elevator i imagine the elevator chewing on him like a metallic pacman not pacquiao the other yellow guy,fear
1830,i havent needed the pain meds maybe i will chillax with some wine feeling all elegant like,joy
1831,i feel virtuous and tough when i wear a hat jeans and a tshirt without worrying,joy
1832,i disagree with my parents on many issues and will sometimes let them know my feelings in unkind ways,anger
1833,i go without a new post the more guilty i feel for leaving all my loyal readers in the dark about my progress in this crazy quest i set out on days ago,love
1834,i feel so eager to prove to my friend that im not like that,joy
1835,i have to admit that i feel the teensiest bit envious of my friends who live there,anger
1836,i feel it so easily like that of a gentle rain that warms the earth and brings laughter and delight from all those that pause to take notice of such a blessing,love
1837,i hate these feelings in my heart i hate that work stressed me out i hate that cornelius wont let me get my way im frustrated lord,sadness
1838,im still feeling pretty low and demotivated including ups,sadness
1839,i breathe into the feelings in my body resisting my mind s clever attempts to analyse what i m feeling,joy
1840,ill likely post more on those later but feel free to ask if you have questions,joy
1841,i always end up feeling unwelcome and sad,sadness
1842,i feel so amazing musicjuzz,joy
1843,i feel so giggly reading your comment tags,joy
1844,i must add the crowd was similar to last night except it had a much more laid back stoner feel with supporting cast of parents escaped from their kids,love
1845,i do that made me feel excited about life,joy
1846,i have been feeling regretful recently that i did not know back then that the abuse was not my fault and that it did not happen because of who i was but because of who they were,sadness
1847,i am not feeling as terrific as i have been,joy
1848,i feel quite glamorous in this dress,joy
1849,i feel like i wouldnt have a longing if only we could have a baby and have that new experience together,love
1850,i am feeling a lot more positive about the future of the virtual birth unit and simulation in midwifery education,joy
1851,i just want that feeling of not caring about unnecessary stuff like i felt before,love
1852,i feel so very keen to leave the country atm,joy
1853,i knowing that to this day still makes her feel not shy,fear
1854,i decided to actually paint this piece in a common canvas because painting in canvas make me feel very artistic,joy
1855,i really need to find my nitch up here in vt i feel very lonely and bored and it s taking it s toll a href http twitter,sadness
1856,i felt apprehensive in regards to the party oftentimes in the past other men have made me feel resentful towards them when i attended with them,anger
1857,i feel so peaceful and happy,joy
1858,i was feeling pretty distracted with a few things that have been going on so it felt good to go with a clear mind,anger
1859,i thought maybe once i started running i would feel ok,joy
1860,i feel so dirty but after spending a day at the mk show me and a buddy decided we would get the two player starter between us luckily for us both i liked the everblight and he liked the circle maybe a tad to much so it all worked out well,sadness
1861,i chance that difficult to accommodate with the feeling of a jehovah and benevolent lord,joy
1862,i just say the things that i want without even thinking what the person would feel its rude right,anger
1863,i don t have the feeling of divine vibrations,joy
1864,i feel unimportant when he spends nights out with sara and i get no phone call,sadness
1865,i dont know if i should let go and feel that vain or should i wait and stay in vain,sadness
1866,i feel so lucky that i get to experience this joy at sssas every day,joy
1867,i feel so boring all the time,sadness
1868,im not the one who feel bothered about this,anger
1869,i feel your frustration but it s time to calm the hell down,joy
1870,i slowly realized that even the next day when the six hour effects had worn off i was feeling more energetic and could concentrate working through emotional crap better,joy
1871,i was gifted one of the books but am feeling a bit intimidated to take on the intricate work,fear
1872,i feel the presence of the divine with you when you are buried inside me smiling down at me your sweat dripping into my eager mouth,joy
1873,i entered the office though feeling the monday blues with a joyful and serene spirit dominating,joy
1874,i feel shy about it all and also a little concerned whether my new title will distance me away from people i care for,fear
1875,i feel productive and active but i have the balance i need,joy
1876,i need a break or im feeling stressed out,anger
1877,ive taken yoga classes for years but for the past few days i was feeling very anxious abou,fear
1878,i am sitting on the couch and im feeling rather ashamed so to get in the act of things i slap myself,sadness
1879,i feel ashamed and so i tried my very best to help them,sadness
1880,i feel so glad that im able to have the time to spend some time with my family now,joy
1881,i had my carrot sticks not on the program they want you to eat super low gi veggies and carrots are relatively high in sugar however they were convenient and later another shake but i was still feeling pretty lousy,sadness
1882,i feel watching him grow into a self assured life loving boy,joy
1883,i had the feeling that it might not have been taken as the truthful and sincere compliment it would have been,joy
1884,i will feel a dull pain for no reason at all,sadness
1885,i feel like im working with half of my voice caleb and i make it through a really wonderful night at the comus inn,joy
1886,i feel lost and then found november i have told jamie this several times,sadness
1887,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,joy
1888,i feel comfortable here there was a huge niche market waiting to be explored,joy
1889,i feel at leaving work is hot and complicated and tempered with the disquiet of a future that feels out of my hands,love
1890,i was asked to toast with champagne at the death bed and i remember feeling disgusted,anger
1891,i can remember feeling that relaxed was last summer on the boat,joy
1892,i dont really know why but ive also been feeling really rebellious,anger
1893,i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,sadness
1894,i am not sure how i feel i think because i felt like i already knew i have already sort of accepted it,joy
1895,i remember that i moved them but i cant remember where and i feel so foolish,sadness
1896,i have been feeling a little or a lot lost,sadness
1897,i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,sadness
1898,im feeling a little more hopeful about the future of my career,joy
1899,ive got a off sale the ad says starting tomorrow but im feeling generous and started it now,love
1900,i often feel discouraged and frustrated and i am not where i want to be in life right now,sadness
1901,i did about nothing today and feel a little regretful,sadness
1902,i ever recognized what it was to feel passionate about something was with music,love
1903,im upset with myself because i really feel like i have a blank years from years old,sadness
1904,i feel is an acceptable and significant modernization to the storyline not a detraction,joy
1905,im feeling pretty homesick this week but i suppose thats to be expected,sadness
1906,i dont know what has been wrong with me the past few days i almost feel homesick and i havent even left for australia yet,sadness
1907,i feel cranky tonight so im not really updating properly,anger
1908,i always feel stupid afterwards,sadness
1909,i feel appalled right now,anger
1910,i feel underappreciated and under valued,joy
1911,im ok with that it feels a little weird,surprise
1912,i never feel shy to call or send a billion text messages to and i wont be bugging her,fear
1913,i feel enraged by the amount of people participating for the chance to break things or those who treat it as a tourist event,anger
1914,i actually feel halfway benevolent,joy
1915,i like being in church on sundays it makes me feel more virtuous how self effacing and more settled for the week ahead,joy
1916,i am thinking is the fact because xanax slows your system down it allows you to feel very relaxed but also it might leave you with a not enough energy and motivation,joy
1917,im crashing and i feel all irritable and estrogen ish,anger
1918,i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,sadness
1919,i feel rotten remind me that your fruit won t spoil,sadness
1920,i guess it could be described as me just not really feeling like i m a part of the popular bands the up and comers or the growing local band,joy
1921,i am on top of my game and my fingers feel strong and loose,joy
1922,i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,sadness
1923,i can choose to tell the whole word what im feeling now or just fake it with some happy stories,sadness
1924,i never dreamed i would be so busy so soon in the new year but i am loving it and feeling so very gracious and fortunate,joy
1925,i am still feeling a tad strange in those pearly whites,surprise
1926,i feel so pathetic and useless being unable to do anything,sadness
1927,ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,sadness
1928,i feel inside cause life is like a game sometimes but then you came around me the walls just disappeared nothing to surround me and keep me from my fears im unprotected see how ive opened up youve made me trust,fear
1929,i was feeling distracted yesterday,anger
1930,i feel so needy latley,sadness
1931,i feel reassured by their behavior on this matter and will definitely continue to do business with them,joy
1932,i was feeling a bit jaded that day but told myself why the hell not,sadness
1933,i feel bouncy and i could easily run out there few hours,joy
1934,i dont really care and i dont feel proud of myself at all,joy
1935,ive started feeling like almost nothing is worth getting agitated about,fear
1936,im polyamorous something im starting to feel truly accepted for being,love
1937,i feel like my room is messy if theyre open,sadness
1938,i feel rebellious i wish i could do things legally i cant smoke drink or drive,anger
1939,i don t know what to feel as in i am not sure should i feel sad cause it is ending or should i feel glad that it is over and i can move on,joy
1940,i feel so discontent so guilty so pathetic so lonley and i hate myself for it,sadness
1941,i do not and they see that nice words keep a heart feeling wonderful,joy
1942,i didn t feel intimidated or overwhelmed with information though,fear
1943,i didn t mean to get angry with you bommie i just can t control my feelings hellip i just hated myself why i am like this the dara who can t get over with that b,sadness
1944,i got into the house feeling fairly calm the photographer is weaving his way in and out of bridesmaids doing touch ups my dad is telling a story my mom is running in and out of the house i manage to go through my list before the bridesmaids start clamoring for the dress,joy
1945,i feel that i could be gentle you light up my future,love
1946,i feel really selfish and feel guilty when i think about hurting myself,anger
1947,i feel so emotional today,sadness
1948,i feel foolish when i look at your facebook page and see how many friends you have they all love you so much why would someone like you want me,sadness
1949,im feeling good these days and my only complaints are that its getting harder and harder to move around and chase after stone and its getting harder and harder to find clothes that fit,joy
1950,ive been feeling groggy the whole day,sadness
1951,i feel gorgeous yes,joy
1952,i am feeling a little apprehensive about the whole thing,fear
1953,i feel that bassanio is sincere about wooing portia,joy
1954,i just feel so hopeless sometimes,sadness
1955,i was cooking my dinner feeling pretty melancholy when zane lowe gave it the first spin on his radio one show on tuesday and the song matched my mood perfectly,sadness
1956,i was gaining weight getting a lot stronger and feeling amazing,joy
1957,i am feeling amazing and seeing the difference,surprise
1958,im feeling playful a href http,joy
1959,i check you when you re sleeping feel your nose and toes to be sure you aren t too hot or cold,joy
1960,i can send my children to a private school and i don t have to apologize explain or feel embarrassed about this choice,sadness
1961,i remember wanting to fit in so bad and feeling like no one liked me,love
1962,i also feel it helped the newbie bloggers connect and feel welcomed immediately,joy
1963,i feel divine in more ways than one,joy
1964,i was feeling disheartened when going on dates because i didn t feel i was meeting anyone i clicked with or would consider a long term relationship with,sadness
1965,i am now and i still feel the aching loneliness of that quiet hospital room,sadness
1966,i was feeling especially brave and asked me to take her engagement photos in hawaii,joy
1967,i see how it turns out i ll talk more about it right now i m feeling proud and scared and a little sick i think that s adrenaline though,joy
1968,im feeling so damn gloomy too,sadness
1969,i can feel the warmth of the gentle sun,love
1970,i guess as long as the table in the above is policy discussions and not working and fighting for change within the american theater which i feel im very devoted to i can get behind it though it seems slanted,love
1971,i was feeling more optimistic with blue skies no wind and temperatures hovering at about degrees,joy
1972,i also feel the need to mention that the animators at pixar sure outdid themselves this time,joy
1973,i was feeling playful that day and replied with a lighthearted bit of banter unwittingly replacing her question mark with a solid check mark my voice was just right for the funny yet informational for dummies series,joy
1974,i was feeling rather cranky cos i was thinking about the lack of sleep i had bah,anger
1975,i feel scared anxious,fear
1976,i feel it is really valuable to contemplate on that phrase thy will be done in all of our lives,joy
1977,i spent last night on the couch feeling like i was suffering from hypothermia while the house remained at a balmy,sadness
1978,i dont want to always be judgmental of particular men or scenarios that i often see in this area but with so much trafficking forced sex work and what basically amounts to slavery its hard not to feel slightly embittered and disillusioned,sadness
1979,i have no strong feelings for this book neither hated nor loved it,anger
1980,i blunder through my life ignoring the pain when at all possible and feeling only that dull ache like hearing only the slightest echo of a scream far away,sadness
1981,im feeling cooped up and impatient and annoyingly bored,anger
1982,im able to refine my poses and concepts without feeling rushed,anger
1983,im thinking well i could be a bit smaller but for health reasons and i should see a doctor more regularly because im feeling crappy,sadness
1984,i came out of the airport that makes me feel irritable uncomfortable and even sadder,anger
1985,i wasnt feeling sociable i really wasnt,joy
1986,im feeling scared and the rage filled im mad at me,fear
1987,i have found myself fighting back as he wakes me from my sleep time and time again feeling the hurt and sting of my own abandonment to my first love,sadness
1988,i feel defeated that i have to take advil again but i suppose to get the inflammation down inside as well as outside its necessary,sadness
1989,i had that kinda feeling but ignored it,sadness
1990,i really feel like they were gentle reminders that while god hasnt always promised an easy road he has promised to be with us as we travel the rough ones,love
1991,i dont blame it all to them and im not angry at them infact i feel fairly sympathetic for them,love
1992,i feel tortured delilahlwl am considering i had one the other day about one of my closest friends raping and killing chicks,anger
1993,i told my fiance how i am feeling so angry and upset,anger
1994,i can feel its suffering,sadness
1995,i just keep feeling like someone is being unkind to me and doing me wrong and then all i can think of doing is to get back at them and the people they are close to,anger
1996,im feeling a little cranky negative after this doctors appointment,anger
1997,i feel that i am useful to my people and that gives me a great feeling of achievement,joy
1998,im feeling more comfortable with derby i feel as though i can start to step out my shell,joy
1999,i feel all weird when i have to meet w people i text but like dont talk face to face w,fear
2000,i didnt feel humiliated,sadness
2001,i can go from feeling so hopeless to so damned hopeful just from being around someone who cares and is awake,sadness
2002,im grabbing a minute to post i feel greedy wrong,anger
2003,i am ever feeling nostalgic about the fireplace i will know that it is still on the property,love
2004,i am feeling grouchy,anger
2005,ive been feeling a little burdened lately wasnt sure why that was,sadness
2006,ive been taking or milligrams or times recommended amount and ive fallen asleep a lot faster but i also feel like so funny,surprise
2007,i feel as confused about life as a teenager or as jaded as a year old man,fear
2008,i have been with petronas for years i feel that petronas has performed well and made a huge profit,joy
2009,i feel romantic too,love
2010,i feel like i have to make the suffering i m seeing mean something,sadness
2011,i do feel that running is a divine experience and that i can expect to have some type of spiritual encounter,joy
2012,i think it s the easiest time of year to feel dissatisfied,anger
2013,i feel low energy i m just thirsty,sadness
2014,i have immense sympathy with the general point but as a possible proto writer trying to find time to write in the corners of life and with no sign of an agent let alone a publishing contract this feels a little precious,joy
2015,i do not feel reassured anxiety is on each side,joy
2016,i didnt really feel that embarrassed,sadness
2017,i feel pretty pathetic most of the time,sadness
2018,i started feeling sentimental about dolls i had as a child and so began a collection of vintage barbie dolls from the sixties,sadness
2019,i now feel compromised and skeptical of the value of every unit of work i put in,fear
2020,i feel irritated and rejected without anyone doing anything or saying anything,anger
2021,i am feeling completely overwhelmed i have two strategies that help me to feel grounded pour my heart out in my journal in the form of a letter to god and then end with a list of five things i am most grateful for,fear
2022,i have the feeling she was amused and delighted,joy
2023,i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,joy
2024,i already feel like i fucked up though because i dont usually eat at all in the morning,anger
2025,i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,sadness
2026,i feel so inhibited in someone elses kitchen like im painting on someone elses picture,sadness
2027,i become overwhelmed and feel defeated,sadness
2028,i feel kinda appalled that she feels like she needs to explain in wide and lenghth her body measures etc pp,anger
2029,i feel more superior dead chicken or grieving child,joy
2030,i get giddy over feeling elegant in a perfectly fitted pencil skirt,joy
2031,i remember feeling acutely distressed for a few days,fear
2032,i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies,surprise
2033,i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,anger
2034,i can t imagine a real life scenario where i would be emotionally connected enough with someone to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently,joy
2035,i am not sure what would make me feel content if anything,joy
2036,i have been feeling the need to be creative,joy
2037,i do however want you to know that if something someone is causing you to feel less then your splendid self step away from them,joy
2038,i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,anger
2039,i need you i need someone i need to be protected and feel safe i am small now i find myself in a season of no words,joy
2040,i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,joy
2041,i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy
2042,ive worn it once on its own with a little concealer and for the days im feeling brave but dont want to be pale then its perfect,joy
2043,i feel very strongly passionate about when some jerk off decides to poke and make fun of us,joy
2044,i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,sadness
2045,i was feeling listless from the need of new things something different,sadness
2046,i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,joy
2047,i can t let go of that sad feeling that i want to be accepted here in this first home of mine,love
2048,on a boat trip to denmark,joy
2049,i stopped feeling cold and began feeling hot,anger
2050,i need to feel the dough to make sure its just perfect,joy
2051,i found myself feeling a little discouraged that morning,sadness
2052,i feel selfish and spoiled,anger
2053,i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,fear
2054,i bag qaf look who s cryin now jacynthe lookin good feelin gorgeous rupaul the skins scissor sisters valentine the sun fed up kayle who s your daddy gerling awake the unkind u,joy
2055,i feel you know basically like a fake in the realm of science fiction,sadness
2056,i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,sadness
2057,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,surprise
2058,i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off,joy
2059,i feel my mom s graceful warm loving smile as i rob the time to nurture myself and heal,joy
2060,i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff,joy
2061,i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,love
2062,i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,fear
2063,i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations,fear
2064,i am now nearly finished the week detox and i feel amazing,surprise
2065,i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,anger
2066,i know the pain parents feel when an enraged child becomes violent,anger
2067,i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,sadness
2068,i suppose my own truth needs to be shared i havent been feeling very faithful lately ive dwelled more in doubt and uncertainty than i have in faith,love
2069,i was feeling brave when i bought it and clearly when i was doing my makeup,joy
2070,i am feeling miserable but c i am also the proudest mum on earth,sadness
2071,i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,sadness
2072,i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,joy
2073,i can feel my ovaries aching talking to me as i like to put it,sadness
2074,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,sadness
2075,im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,sadness
2076,i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,joy
2077,i think feelings are one of nay the most important things we have,joy
2078,i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,joy
2079,i feel angered and firey,anger
2080,i feel like a miserable piece of garbage,sadness
2081,i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,anger
2082,i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,anger
2083,i remember feeling so hellip furious with the shooter,anger
2084,i feel very happy and excited since i learned so many things,joy
2085,i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,joy
2086,i only have a couple of things left to make and at the start of december i am done and feeling smug,joy
2087,i think about how u could make me feel and realize that everything will be ok,joy
2088,i feel so worthless during those times i was struggling finding work,sadness
2089,i will be able to lay on my bed in the dark and not feel terrified at least for a while,fear
2090,i was ready to meet mom in the airport and feel her ever supportive arms around me,love
2091,im feeling bitter today my mood has been strange the entire day so i guess its that,anger
2092,when my mums brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours,sadness
2093,i am letting go of the animosity that is towards anyone that i feel has wronged me,anger
2094,i talk to dogs as i feel they cannot understand words but they can read emotions and know how to be supportive i decided i should go home,love
2095,i feel like throwing away the shitty piece of shit paper,sadness
2096,im starting to feel wryly amused at the banal comedy of errors my life is turning into,joy
2097,i find every body beautiful and only want people to feel vital in their bodies,joy
2098,i hear are owners who feel victimized by their associations the associations attorneys or the property manager,sadness
2099,i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,anger
2100,i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,love
2101,i alba i feel good and im fitting in,joy
2102,i feel excited about what im doing again i feel like i have a ton of catching up to do,joy
2103,i also know how good it feels to look back and see that i honored my word and that helps from the start,joy
2104,i mean really really hard works to obtain such a high technical skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness,sadness
2105,i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,joy
2106,i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,joy
2107,i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,joy
2108,finding out that i am not ill not seriously,joy
2109,i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling,sadness
2110,i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,joy
2111,i am feeling all useful,joy
2112,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,love
2113,i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness
2114,im not feeling homesick yet so im feeling alright about this,sadness
2115,i dance i should feel pretty,joy
2116,i workout every morning before and feel fabulous for it,joy
2117,i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,sadness
2118,i was feeling fabulous until friday morning when i started to get these awful cramps at work,joy
2119,i feel honoured to have been able to call them friends to share their brotherhood,joy
2120,i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,fear
2121,i had stated to her the reason i feel so fearful is because i feel unsafe,fear
2122,i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,fear
2123,i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet,sadness
2124,i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,love
2125,i feel they are pretty safe on my blog img src http s,joy
2126,i feel pretty eager to get it done as i have a fun plan for quilting it,joy
2127,i am feeling horny so i ask her that lets go home,love
2128,i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,fear
2129,i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,surprise
2130,i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,joy
