,Unnamed: 0,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
2585,2585,anger,0.143,0.143,0.154,0.143,0.143,0.143,sadness
2586,2586,anger,0.258,0.258,0.276,0.258,0.258,0.258,sadness
2587,2587,anger,0.483,0.483,0.525,0.483,0.483,0.483,sadness
2588,2588,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2589,2589,anger,0.273,0.273,0.296,0.273,0.273,0.273,sadness
2590,2590,joy,0.294,0.294,0.318,0.294,0.294,0.294,sadness
2591,2591,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2592,2592,sadness,0.316,0.316,0.344,0.316,0.316,0.316,sadness
2593,2593,fear,0.267,0.267,0.286,0.267,0.267,0.267,sadness
2594,2594,sadness,0.267,0.267,0.287,0.267,0.267,0.267,sadness
2595,2595,joy,0.254,0.254,0.274,0.254,0.254,0.254,sadness
2596,2596,joy,0,0,0,0,0,0,not found
2597,2597,anger,0.171,0.171,0.183,0.171,0.171,0.171,sadness
2598,2598,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2599,2599,fear,0.226,0.226,0.242,0.226,0.226,0.226,sadness
2600,2600,fear,0.184,0.184,0.196,0.184,0.184,0.184,sadness
2601,2601,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2602,2602,love,0.315,0.315,0.343,0.315,0.315,0.315,sadness
2603,2603,sadness,0.312,0.312,0.336,0.312,0.312,0.312,sadness
2604,2604,joy,0.281,0.281,0.303,0.281,0.281,0.281,sadness
2605,2605,sadness,0.27,0.27,0.293,0.27,0.27,0.27,sadness
2606,2606,sadness,0.235,0.235,0.252,0.235,0.235,0.235,sadness
2607,2607,fear,0.585,0.557,0.573,0.528,0.557,0.557,anger
2608,2608,surprise,0.474,0.474,0.515,0.474,0.474,0.474,sadness
2609,2609,sadness,0.205,0.205,0.221,0.205,0.205,0.205,sadness
2610,2610,joy,0.186,0.186,0.199,0.186,0.186,0.186,sadness
2611,2611,surprise,0.408,0.408,0.443,0.408,0.408,0.408,sadness
2612,2612,anger,0.281,0.281,0.303,0.281,0.281,0.281,sadness
2613,2613,sadness,0,0,0,0,0,0,not found
2614,2614,anger,0.188,0.188,0.201,0.188,0.188,0.188,sadness
2615,2615,anger,0.328,0.328,0.353,0.328,0.328,0.328,sadness
2616,2616,sadness,0.28,0.28,0.303,0.28,0.28,0.28,sadness
2617,2617,anger,0,0,0,0,0,0,not found
2618,2618,surprise,0.333,0.333,0.364,0.333,0.333,0.333,sadness
2619,2619,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2620,2620,joy,0.278,0.278,0.301,0.278,0.278,0.278,sadness
2621,2621,sadness,0.257,0.257,0.275,0.257,0.257,0.257,sadness
2622,2622,sadness,0.154,0.154,0.167,0.154,0.154,0.154,sadness
2623,2623,joy,0.265,0.265,0.284,0.265,0.265,0.265,sadness
2624,2624,joy,0.29,0.29,0.313,0.29,0.29,0.29,sadness
2625,2625,joy,0.143,0.143,0.154,0.143,0.143,0.143,sadness
2626,2626,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2627,2627,joy,0.261,0.261,0.282,0.261,0.261,0.261,sadness
2628,2628,joy,0.237,0.237,0.256,0.237,0.237,0.237,sadness
2629,2629,joy,0.4,0.4,0.433,0.4,0.4,0.4,sadness
2630,2630,sadness,0.208,0.208,0.224,0.208,0.208,0.208,sadness
2631,2631,sadness,0.42,0.44,0.431,0.399,0.42,0.42,love
2632,2632,joy,0.303,0.303,0.307,0.285,0.303,0.303,sadness
2633,2633,love,0.647,0.647,0.662,0.614,0.68,0.647,joy
2634,2634,joy,0.214,0.214,0.229,0.214,0.214,0.214,sadness
2635,2635,fear,0.275,0.275,0.298,0.275,0.275,0.275,sadness
2636,2636,sadness,0.208,0.208,0.222,0.208,0.208,0.208,sadness
2637,2637,joy,0.167,0.167,0.178,0.167,0.167,0.167,sadness
2638,2638,joy,0.379,0.379,0.41,0.379,0.379,0.379,sadness
2639,2639,sadness,0.237,0.237,0.256,0.237,0.237,0.237,sadness
2640,2640,anger,0.214,0.214,0.233,0.214,0.214,0.214,sadness
2641,2641,joy,0.272,0.272,0.291,0.272,0.272,0.272,sadness
2642,2642,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
2643,2643,joy,0.202,0.202,0.217,0.202,0.202,0.202,sadness
2644,2644,sadness,0.171,0.171,0.184,0.171,0.171,0.171,sadness
2645,2645,sadness,0,0,0,0,0,0,not found
2646,2646,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2647,2647,sadness,0.287,0.287,0.31,0.287,0.287,0.287,sadness
2648,2648,joy,0.3,0.3,0.325,0.3,0.3,0.3,sadness
2649,2649,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
2650,2650,sadness,0.444,0.444,0.48,0.444,0.444,0.444,sadness
2651,2651,sadness,0.167,0.167,0.182,0.167,0.167,0.167,sadness
2652,2652,sadness,0,0,0,0,0,0,not found
2653,2653,joy,0.349,0.349,0.377,0.349,0.349,0.349,sadness
2654,2654,anger,0.267,0.267,0.29,0.267,0.267,0.267,sadness
2655,2655,surprise,0.451,0.451,0.487,0.451,0.451,0.451,sadness
2656,2656,fear,0.593,0.593,0.641,0.593,0.593,0.593,sadness
2657,2657,joy,0.26,0.26,0.28,0.26,0.26,0.26,sadness
2658,2658,fear,0.325,0.325,0.354,0.325,0.325,0.325,sadness
2659,2659,sadness,0.379,0.379,0.408,0.379,0.379,0.379,sadness
2660,2660,joy,0.264,0.264,0.283,0.264,0.264,0.264,sadness
2661,2661,sadness,0.402,0.402,0.438,0.402,0.402,0.402,sadness
2662,2662,sadness,0.226,0.226,0.245,0.226,0.226,0.226,sadness
2663,2663,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
2664,2664,joy,0.241,0.241,0.259,0.241,0.241,0.241,sadness
2665,2665,fear,0.184,0.184,0.196,0.184,0.184,0.184,sadness
2666,2666,joy,0.292,0.292,0.315,0.292,0.292,0.292,sadness
2667,2667,sadness,0.297,0.297,0.321,0.297,0.297,0.297,sadness
2668,2668,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2669,2669,joy,0.356,0.356,0.382,0.356,0.356,0.356,sadness
2670,2670,joy,0.237,0.237,0.256,0.237,0.237,0.237,sadness
2671,2671,sadness,0.55,0.55,0.597,0.55,0.55,0.55,sadness
2672,2672,sadness,0.205,0.205,0.22,0.205,0.205,0.205,sadness
2673,2673,joy,0.293,0.293,0.316,0.293,0.293,0.293,sadness
2674,2674,joy,0.33,0.33,0.355,0.33,0.33,0.33,sadness
2675,2675,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2676,2676,joy,0.285,0.285,0.307,0.285,0.285,0.285,sadness
2677,2677,anger,0,0,0,0,0,0,not found
2678,2678,anger,0.3,0.3,0.325,0.3,0.3,0.3,sadness
2679,2679,joy,0.262,0.262,0.28,0.262,0.262,0.262,sadness
2680,2680,sadness,0.239,0.239,0.256,0.239,0.239,0.239,sadness
2681,2681,joy,0.389,0.389,0.424,0.389,0.389,0.389,sadness
2682,2682,sadness,0.433,0.433,0.467,0.433,0.433,0.433,sadness
2683,2683,sadness,0.211,0.211,0.225,0.211,0.211,0.211,sadness
2684,2684,sadness,0.5,0.5,0.538,0.5,0.5,0.5,sadness
2685,2685,sadness,0.475,0.475,0.513,0.475,0.475,0.475,sadness
2686,2686,joy,0.204,0.204,0.219,0.204,0.204,0.204,sadness
2687,2687,fear,0.488,0.488,0.531,0.488,0.488,0.488,sadness
2688,2688,sadness,0.303,0.303,0.325,0.303,0.303,0.303,sadness
2689,2689,sadness,0.424,0.424,0.508,0.424,0.424,0.424,sadness
2690,2690,sadness,0.5,0.5,0.545,0.5,0.5,0.5,sadness
2691,2691,anger,0,0,0,0,0,0,not found
2692,2692,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2693,2693,love,0.239,0.239,0.258,0.239,0.239,0.239,sadness
2694,2694,love,0.217,0.217,0.234,0.217,0.217,0.217,sadness
2695,2695,joy,0.111,0.111,0.118,0.111,0.111,0.111,sadness
2696,2696,sadness,0.271,0.271,0.291,0.271,0.271,0.271,sadness
2697,2697,sadness,0.228,0.228,0.242,0.228,0.228,0.228,sadness
2698,2698,love,0.241,0.241,0.259,0.241,0.241,0.241,sadness
2699,2699,sadness,0.188,0.188,0.2,0.188,0.188,0.188,sadness
2700,2700,anger,0.125,0.125,0.133,0.125,0.125,0.125,sadness
2701,2701,sadness,0.121,0.121,0.129,0.121,0.121,0.121,sadness
2702,2702,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2703,2703,joy,0.235,0.235,0.252,0.235,0.235,0.235,sadness
2704,2704,sadness,0.571,0.571,0.621,0.571,0.571,0.571,sadness
2705,2705,sadness,0.276,0.276,0.297,0.276,0.276,0.276,sadness
2706,2706,love,0.253,0.253,0.273,0.253,0.253,0.253,sadness
2707,2707,sadness,0.714,0.714,0.769,0.714,0.714,0.714,sadness
2708,2708,joy,0.162,0.162,0.172,0.162,0.162,0.162,sadness
2709,2709,sadness,0.384,0.384,0.41,0.384,0.384,0.384,sadness
2710,2710,anger,0.297,0.297,0.321,0.297,0.297,0.297,sadness
2711,2711,surprise,0.227,0.227,0.246,0.227,0.227,0.227,sadness
2712,2712,joy,0.235,0.235,0.253,0.235,0.235,0.235,sadness
2713,2713,surprise,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2714,2714,fear,0.225,0.225,0.242,0.225,0.225,0.225,sadness
2715,2715,joy,0.417,0.417,0.455,0.417,0.417,0.417,sadness
2716,2716,fear,0.369,0.369,0.363,0.338,0.369,0.4,fear
2717,2717,sadness,0.333,0.333,0.356,0.333,0.333,0.333,sadness
2718,2718,anger,0.229,0.229,0.246,0.229,0.229,0.229,sadness
2719,2719,joy,0.274,0.274,0.294,0.274,0.274,0.274,sadness
2720,2720,joy,0.382,0.382,0.414,0.382,0.382,0.382,sadness
2721,2721,joy,0.159,0.159,0.171,0.159,0.159,0.159,sadness
2722,2722,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2723,2723,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2724,2724,joy,0.143,0.143,0.154,0.143,0.143,0.143,sadness
2725,2725,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
2726,2726,anger,0.291,0.291,0.314,0.291,0.291,0.291,sadness
2727,2727,sadness,0.184,0.184,0.196,0.184,0.184,0.184,sadness
2728,2728,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2729,2729,sadness,0.364,0.364,0.4,0.364,0.364,0.364,sadness
2730,2730,joy,0.647,0.647,0.652,0.603,0.647,0.691,fear
2731,2731,joy,0,0,0,0,0,0,not found
2732,2732,joy,0.331,0.331,0.355,0.331,0.331,0.331,sadness
2733,2733,anger,0.149,0.149,0.162,0.149,0.149,0.149,sadness
2734,2734,sadness,0.202,0.202,0.217,0.202,0.202,0.202,sadness
2735,2735,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2736,2736,sadness,0.201,0.201,0.215,0.201,0.201,0.201,sadness
2737,2737,sadness,0.325,0.325,0.35,0.325,0.325,0.325,sadness
2738,2738,anger,0.374,0.374,0.403,0.374,0.374,0.374,sadness
2739,2739,joy,0.248,0.248,0.267,0.248,0.248,0.248,sadness
2740,2740,fear,0.833,0.833,0.909,0.833,0.833,0.833,sadness
2741,2741,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2742,2742,anger,0.458,0.458,0.497,0.458,0.458,0.458,sadness
2743,2743,fear,0.254,0.254,0.276,0.254,0.254,0.254,sadness
2744,2744,sadness,0.268,0.268,0.29,0.268,0.268,0.268,sadness
2745,2745,anger,0.223,0.223,0.241,0.223,0.223,0.223,sadness
2746,2746,joy,0.308,0.308,0.331,0.308,0.308,0.308,sadness
2747,2747,anger,0.278,0.278,0.3,0.278,0.278,0.278,sadness
2748,2748,joy,0.372,0.372,0.405,0.372,0.372,0.372,sadness
2749,2749,joy,0.301,0.301,0.326,0.301,0.301,0.301,sadness
2750,2750,sadness,0.231,0.231,0.25,0.231,0.231,0.231,sadness
2751,2751,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2752,2752,love,0.282,0.282,0.304,0.282,0.282,0.282,sadness
2753,2753,surprise,0.29,0.29,0.309,0.29,0.29,0.29,sadness
2754,2754,joy,0.258,0.258,0.276,0.258,0.258,0.258,sadness
2755,2755,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2756,2756,fear,0.3,0.3,0.325,0.3,0.3,0.3,sadness
2757,2757,joy,0,0,0,0,0,0,not found
2758,2758,sadness,0.424,0.424,0.456,0.424,0.424,0.424,sadness
2759,2759,joy,0.237,0.237,0.254,0.237,0.237,0.237,sadness
2760,2760,joy,0,0,0,0,0,0,not found
2761,2761,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2762,2762,love,0.252,0.252,0.271,0.252,0.252,0.252,sadness
2763,2763,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
2764,2764,love,0.364,0.364,0.4,0.364,0.364,0.364,sadness
2765,2765,anger,0.206,0.206,0.22,0.206,0.206,0.206,sadness
2766,2766,sadness,0.194,0.194,0.208,0.194,0.194,0.194,sadness
2767,2767,sadness,0.3,0.3,0.324,0.3,0.3,0.3,sadness
2768,2768,fear,0.202,0.202,0.217,0.202,0.202,0.202,sadness
2769,2769,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2770,2770,joy,0.379,0.379,0.41,0.379,0.379,0.379,sadness
2771,2771,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2772,2772,sadness,0.208,0.208,0.224,0.208,0.208,0.208,sadness
2773,2773,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2774,2774,fear,0.186,0.186,0.2,0.186,0.186,0.186,sadness
2775,2775,fear,0.236,0.236,0.253,0.236,0.236,0.236,sadness
2776,2776,love,0.216,0.216,0.233,0.216,0.216,0.216,sadness
2777,2777,anger,0.396,0.396,0.428,0.396,0.396,0.396,sadness
2778,2778,anger,0.154,0.154,0.167,0.154,0.154,0.154,sadness
2779,2779,love,0.312,0.312,0.337,0.312,0.312,0.312,sadness
2780,2780,sadness,0,0,0,0,0,0,not found
2781,2781,anger,0.245,0.245,0.263,0.245,0.245,0.245,sadness
2782,2782,sadness,0.342,0.342,0.366,0.342,0.342,0.342,sadness
2783,2783,love,0.3,0.3,0.325,0.3,0.3,0.3,sadness
2784,2784,joy,0.433,0.433,0.468,0.433,0.433,0.433,sadness
2785,2785,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2786,2786,joy,0.178,0.178,0.191,0.178,0.178,0.178,sadness
2787,2787,joy,0.289,0.289,0.311,0.289,0.289,0.289,sadness
2788,2788,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2789,2789,joy,0.507,0.507,0.549,0.507,0.507,0.507,sadness
2790,2790,joy,0.307,0.307,0.333,0.307,0.307,0.307,sadness
2791,2791,anger,0,0,0,0,0,0,not found
2792,2792,joy,0.248,0.248,0.265,0.248,0.248,0.248,sadness
2793,2793,joy,0.204,0.204,0.217,0.204,0.204,0.204,sadness
2794,2794,joy,0,0,0,0,0,0,not found
2795,2795,joy,0,0,0,0,0,0,not found
2796,2796,anger,0.738,0.738,0.802,0.738,0.738,0.738,sadness
2797,2797,joy,0.571,0.571,0.621,0.571,0.571,0.571,sadness
2798,2798,anger,0.335,0.335,0.362,0.335,0.335,0.335,sadness
2799,2799,sadness,0.542,0.542,0.588,0.542,0.542,0.542,sadness
2800,2800,sadness,0.489,0.489,0.521,0.489,0.489,0.489,sadness
2801,2801,sadness,0.324,0.324,0.349,0.324,0.324,0.324,sadness
2802,2802,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2803,2803,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2804,2804,anger,0.181,0.181,0.192,0.181,0.181,0.181,sadness
2805,2805,sadness,0.284,0.284,0.306,0.284,0.284,0.284,sadness
2806,2806,love,0.244,0.244,0.262,0.244,0.244,0.244,sadness
2807,2807,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2808,2808,joy,0.133,0.133,0.143,0.133,0.133,0.133,sadness
2809,2809,sadness,0.223,0.223,0.239,0.223,0.223,0.223,sadness
2810,2810,joy,0.233,0.233,0.25,0.233,0.233,0.233,sadness
2811,2811,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2812,2812,fear,0.311,0.311,0.336,0.311,0.311,0.311,sadness
2813,2813,love,0.244,0.244,0.262,0.244,0.244,0.244,sadness
2814,2814,anger,0.275,0.275,0.296,0.275,0.275,0.275,sadness
2815,2815,joy,0.184,0.184,0.197,0.184,0.184,0.184,sadness
2816,2816,joy,0,0,0,0,0,0,not found
2817,2817,sadness,0.261,0.261,0.279,0.261,0.261,0.261,sadness
2818,2818,fear,0.327,0.327,0.35,0.327,0.327,0.327,sadness
2819,2819,fear,0.253,0.253,0.271,0.253,0.253,0.253,sadness
2820,2820,sadness,0.118,0.118,0.125,0.118,0.118,0.118,sadness
2821,2821,sadness,0.31,0.31,0.332,0.31,0.31,0.31,sadness
2822,2822,surprise,0.367,0.391,0.37,0.343,0.367,0.367,love
2823,2823,joy,0.199,0.199,0.213,0.199,0.199,0.199,sadness
2824,2824,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2825,2825,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2826,2826,love,0.334,0.334,0.362,0.334,0.334,0.334,sadness
2827,2827,anger,0.199,0.199,0.213,0.199,0.199,0.199,sadness
2828,2828,sadness,0.344,0.344,0.373,0.344,0.344,0.344,sadness
2829,2829,love,0.326,0.326,0.352,0.326,0.326,0.326,sadness
2830,2830,sadness,0.258,0.258,0.279,0.258,0.258,0.258,sadness
2831,2831,sadness,0.298,0.298,0.321,0.298,0.298,0.298,sadness
2832,2832,surprise,0.215,0.215,0.23,0.215,0.215,0.215,sadness
2833,2833,joy,0.348,0.348,0.375,0.348,0.348,0.348,sadness
2834,2834,sadness,0.333,0.333,0.357,0.333,0.333,0.333,sadness
2835,2835,sadness,0,0,0,0,0,0,not found
2836,2836,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2837,2837,anger,0.409,0.409,0.439,0.409,0.409,0.409,sadness
2838,2838,sadness,0.3,0.3,0.325,0.3,0.3,0.3,sadness
2839,2839,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2840,2840,joy,0.786,0.786,0.769,0.714,0.786,0.786,anger
2841,2841,anger,0.558,0.558,0.606,0.558,0.558,0.558,sadness
2842,2842,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2843,2843,sadness,0.28,0.28,0.301,0.28,0.28,0.28,sadness
2844,2844,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2845,2845,sadness,0.267,0.267,0.287,0.267,0.267,0.267,sadness
2846,2846,joy,0.267,0.267,0.287,0.267,0.267,0.267,sadness
2847,2847,sadness,0.476,0.476,0.517,0.476,0.476,0.476,sadness
2848,2848,joy,0.243,0.243,0.258,0.243,0.243,0.243,sadness
2849,2849,anger,0.34,0.34,0.367,0.34,0.34,0.34,sadness
2850,2850,joy,0.338,0.338,0.362,0.338,0.338,0.338,sadness
2851,2851,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2852,2852,sadness,0.175,0.175,0.188,0.175,0.175,0.175,sadness
2853,2853,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2854,2854,sadness,0.29,0.29,0.31,0.29,0.29,0.29,sadness
2855,2855,anger,0.265,0.265,0.286,0.265,0.265,0.265,sadness
2856,2856,love,0.278,0.278,0.303,0.278,0.278,0.278,sadness
2857,2857,joy,0.253,0.253,0.27,0.253,0.253,0.253,sadness
2858,2858,fear,0.218,0.218,0.233,0.218,0.218,0.218,sadness
2859,2859,sadness,0.287,0.287,0.309,0.287,0.287,0.287,sadness
2860,2860,fear,0.218,0.218,0.234,0.218,0.218,0.218,sadness
2861,2861,fear,0.242,0.242,0.26,0.242,0.242,0.242,sadness
2862,2862,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
2863,2863,fear,0.118,0.118,0.125,0.118,0.118,0.118,sadness
2864,2864,love,0.432,0.453,0.444,0.412,0.432,0.432,love
2865,2865,sadness,0,0,0,0,0,0,not found
2866,2866,surprise,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2867,2867,anger,0.228,0.228,0.244,0.228,0.228,0.228,sadness
2868,2868,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2869,2869,fear,0.292,0.292,0.315,0.292,0.292,0.292,sadness
2870,2870,fear,0,0,0,0,0,0,not found
2871,2871,fear,0.215,0.215,0.232,0.215,0.215,0.215,sadness
2872,2872,fear,0,0,0,0,0,0,not found
2873,2873,sadness,0.294,0.294,0.315,0.294,0.294,0.294,sadness
2874,2874,joy,0.125,0.125,0.133,0.125,0.125,0.125,sadness
2875,2875,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2876,2876,fear,0.269,0.269,0.292,0.269,0.269,0.269,sadness
2877,2877,sadness,0.208,0.208,0.224,0.208,0.208,0.208,sadness
2878,2878,anger,0.351,0.351,0.381,0.351,0.351,0.351,sadness
2879,2879,joy,0,0,0,0,0,0,not found
2880,2880,sadness,0.205,0.205,0.22,0.205,0.205,0.205,sadness
2881,2881,love,0.333,0.333,0.359,0.333,0.333,0.333,sadness
2882,2882,joy,0,0,0,0,0,0,not found
2883,2883,sadness,0.293,0.293,0.316,0.293,0.293,0.293,sadness
2884,2884,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
2885,2885,anger,0.433,0.433,0.467,0.433,0.433,0.433,sadness
2886,2886,sadness,0.679,0.679,0.734,0.679,0.679,0.679,sadness
2887,2887,joy,0.264,0.264,0.285,0.264,0.264,0.264,sadness
2888,2888,joy,0.534,0.534,0.58,0.534,0.534,0.534,sadness
2889,2889,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2890,2890,anger,0.297,0.297,0.321,0.297,0.297,0.297,sadness
2891,2891,sadness,0.269,0.269,0.289,0.269,0.269,0.269,sadness
2892,2892,sadness,0.389,0.389,0.419,0.389,0.389,0.389,sadness
2893,2893,sadness,0.239,0.239,0.254,0.239,0.239,0.239,sadness
2894,2894,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
2895,2895,joy,0.3,0.3,0.324,0.3,0.3,0.3,sadness
2896,2896,sadness,0.224,0.224,0.242,0.224,0.224,0.224,sadness
2897,2897,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2898,2898,joy,0.333,0.333,0.364,0.333,0.333,0.333,sadness
2899,2899,sadness,0.321,0.321,0.345,0.321,0.321,0.321,sadness
2900,2900,joy,0.267,0.267,0.29,0.267,0.267,0.267,sadness
2901,2901,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2902,2902,joy,0.287,0.287,0.309,0.287,0.287,0.287,sadness
2903,2903,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2904,2904,sadness,0,0,0,0,0,0,not found
2905,2905,sadness,0.345,0.345,0.374,0.345,0.345,0.345,sadness
2906,2906,sadness,0.524,0.544,0.521,0.483,0.524,0.524,love
2907,2907,anger,0.111,0.111,0.118,0.111,0.111,0.111,sadness
2908,2908,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2909,2909,sadness,0.188,0.188,0.2,0.188,0.188,0.188,sadness
2910,2910,sadness,0.479,0.479,0.521,0.479,0.479,0.479,sadness
2911,2911,anger,0.571,0.571,0.621,0.571,0.571,0.571,sadness
2912,2912,joy,0.508,0.508,0.515,0.477,0.508,0.508,sadness
2913,2913,joy,0.242,0.242,0.262,0.242,0.242,0.242,sadness
2914,2914,joy,0.227,0.227,0.245,0.227,0.227,0.227,sadness
2915,2915,sadness,0.232,0.232,0.251,0.232,0.232,0.232,sadness
2916,2916,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2917,2917,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2918,2918,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2919,2919,joy,0.263,0.263,0.284,0.263,0.263,0.263,sadness
2920,2920,joy,0.244,0.244,0.264,0.244,0.244,0.244,sadness
2921,2921,fear,0.292,0.292,0.315,0.292,0.292,0.292,sadness
2922,2922,joy,0.174,0.174,0.187,0.174,0.174,0.174,sadness
2923,2923,sadness,0.69,0.69,0.742,0.69,0.69,0.69,sadness
2924,2924,joy,0.465,0.465,0.504,0.465,0.465,0.465,sadness
2925,2925,joy,0.35,0.35,0.378,0.35,0.35,0.35,sadness
2926,2926,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2927,2927,anger,0.307,0.307,0.333,0.307,0.307,0.307,sadness
2928,2928,surprise,0.45,0.45,0.487,0.45,0.45,0.45,sadness
2929,2929,anger,0.361,0.361,0.39,0.361,0.361,0.361,sadness
2930,2930,joy,0,0,0,0,0,0,not found
2931,2931,joy,0.352,0.352,0.379,0.352,0.352,0.352,sadness
2932,2932,love,0.361,0.361,0.392,0.361,0.361,0.361,sadness
2933,2933,sadness,0.51,0.51,0.55,0.51,0.51,0.51,sadness
2934,2934,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2935,2935,sadness,0.288,0.288,0.311,0.288,0.288,0.288,sadness
2936,2936,love,0,0,0,0,0,0,not found
2937,2937,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2938,2938,sadness,0.336,0.336,0.363,0.336,0.336,0.336,sadness
2939,2939,anger,0.194,0.194,0.21,0.194,0.194,0.194,sadness
2940,2940,love,0.321,0.321,0.347,0.321,0.321,0.321,sadness
2941,2941,anger,0.435,0.435,0.47,0.435,0.435,0.435,sadness
2942,2942,sadness,0.269,0.269,0.288,0.269,0.269,0.269,sadness
2943,2943,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2944,2944,sadness,0.202,0.202,0.217,0.202,0.202,0.202,sadness
2945,2945,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
2946,2946,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
2947,2947,joy,0.235,0.235,0.252,0.235,0.235,0.235,sadness
2948,2948,fear,0.196,0.196,0.21,0.196,0.196,0.196,sadness
2949,2949,love,0.243,0.243,0.261,0.243,0.243,0.243,sadness
2950,2950,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
2951,2951,joy,0.263,0.263,0.283,0.263,0.263,0.263,sadness
2952,2952,love,0.133,0.133,0.143,0.133,0.133,0.133,sadness
2953,2953,anger,0.375,0.375,0.4,0.375,0.375,0.375,sadness
2954,2954,joy,0.598,0.598,0.655,0.598,0.598,0.598,sadness
2955,2955,fear,0.235,0.235,0.25,0.235,0.235,0.235,sadness
2956,2956,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
2957,2957,love,0.5,0.5,0.538,0.5,0.5,0.5,sadness
2958,2958,joy,0.275,0.275,0.295,0.275,0.275,0.275,sadness
2959,2959,joy,0.192,0.192,0.205,0.192,0.192,0.192,sadness
2960,2960,joy,0.201,0.201,0.215,0.201,0.201,0.201,sadness
2961,2961,surprise,0.279,0.279,0.3,0.279,0.279,0.279,sadness
2962,2962,sadness,0.714,0.714,0.923,0.714,0.714,0.714,sadness
2963,2963,joy,0.488,0.488,0.528,0.488,0.488,0.488,sadness
2964,2964,sadness,0.221,0.221,0.238,0.221,0.221,0.221,sadness
2965,2965,sadness,0.174,0.174,0.186,0.174,0.174,0.174,sadness
2966,2966,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
